,StateName,DistrictName,BlockName,VillageName,Contaminents
152,KARNATAKA,SHIMOGA,HOSANAGARA,KENCHANALA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 60.000, Hardness : 400.000"
153,KARNATAKA,SHIMOGA,HOSANAGARA,M. GUDDEKOPPA,"Fluoride : 0.500, Iron : 0.300, Chloride : 650.000, Nitrate : 65.000, Hardness : 550.000"
154,KARNATAKA,SHIMOGA,HOSANAGARA,M. GUDDEKOPPA,"Fluoride : 0.500, Iron : 0.300, Chloride : 650.000, Nitrate : 65.000, Hardness : 550.000"
155,KARNATAKA,SHIMOGA,HOSANAGARA,M. GUDDEKOPPA,"Fluoride : 0.500, Iron : 0.300, Chloride : 450.000, Nitrate : 65.010, Hardness : 450.000"
156,KARNATAKA,SHIMOGA,HOSANAGARA,M. GUDDEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 55.010, Hardness : 450.000"
157,KARNATAKA,SHIMOGA,HOSANAGARA,M. GUDDEKOPPA,"Fluoride : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 500.500"
158,KARNATAKA,SHIMOGA,HOSANAGARA,M. GUDDEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 65.000, Hardness : 300.000"
159,KARNATAKA,SHIMOGA,HOSANAGARA,MARUTHIPURA,"Fluoride : 1.000, Chloride : 500.000, Nitrate : 80.000, Hardness : 550.000"
160,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Nitrate : 657.000, Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Hardness : 500.000"
161,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 600.000, Nitrate : 65.000, Hardness : 500.000"
162,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 400.000, Nitrate : 55.000, Hardness : 450.000"
163,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 80.000, Hardness : 750.000"
164,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 45.000, Hardness : 300.000"
165,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 800.000, Nitrate : 55.000, Hardness : 400.000"
166,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 850.000, Nitrate : 55.000, Hardness : 450.000"
167,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 65.000, Hardness : 500.000"
168,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 55.000, Hardness : 350.000"
169,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 65.000, Hardness : 300.000"
170,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 600.000, Nitrate : 75.000, Hardness : 350.000"
171,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 60.000, Hardness : 350.000"
172,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Iron : 7.000, Fluoride : 0.500, Chloride : 650.000, Nitrate : 65.000, Hardness : 550.000"
173,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 550.000, Nitrate : 75.000, Hardness : 450.000"
174,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 55.000, Hardness : 550.000"
175,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 1.000, Iron : 0.500, Chloride : 700.000, Nitrate : 75.000, Hardness : 500.000"
176,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 1.000, Iron : 0.500, Chloride : 900.000, Nitrate : 90.000, Hardness : 550.000"
177,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Nitrate : 758.000, Fluoride : 0.500, Iron : 0.500, Chloride : 850.000, Hardness : 500.000"
178,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 1.000, Iron : 0.500, Chloride : 800.000, Nitrate : 80.000, Hardness : 550.000"
179,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 600.000"
180,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 1.000, Iron : 0.500, Chloride : 700.000, Nitrate : 70.000, Hardness : 550.000"
181,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE,"Fluoride : 1.000, Iron : 0.500, Chloride : 550.000, Nitrate : 75.000, Hardness : 550.000"
182,KARNATAKA,SHIMOGA,HOSANAGARA,MUMBARU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 65.000, Hardness : 400.000"
183,KARNATAKA,SHIMOGA,HOSANAGARA,MUMBARU,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 60.000, Hardness : 350.000"
184,KARNATAKA,SHIMOGA,HOSANAGARA,HEBBAILU,"Fluoride : 1.000, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 550.000"
185,KARNATAKA,SHIMOGA,HOSANAGARA,HEBBAILU,"Fluoride : 1.000, Iron : 0.500, Chloride : 500.000, Nitrate : 70.000, Hardness : 450.000"
186,KARNATAKA,SHIMOGA,HOSANAGARA,HEBBAILU,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 60.000, Hardness : 450.000"
187,KARNATAKA,SHIMOGA,HOSANAGARA,ICHALAKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 70.000, Hardness : 500.000"
188,KARNATAKA,SHIMOGA,HOSANAGARA,ICHALAKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 550.000, Nitrate : 80.000, Hardness : 500.000"
189,KARNATAKA,SHIMOGA,HOSANAGARA,PURAPPEMANE,"Fluoride : 0.500, Chloride : 500.000, Nitrate : 60.000, Hardness : 500.000"
190,KARNATAKA,SHIMOGA,HOSANAGARA,PURAPPEMANE,"Fluoride : 0.500, Iron : 0.500, Chloride : 550.000, Nitrate : 65.000, Hardness : 350.000"
191,KARNATAKA,SHIMOGA,HOSANAGARA,PURAPPEMANE,"Iron : 0.500, Chloride : 500.000, Nitrate : 70.000, Hardness : 500.000"
192,KARNATAKA,SHIMOGA,HOSANAGARA,GAVATURU,"Fluoride : 0.500, Iron : 0.300, Chloride : 400.000, Nitrate : 70.000, Hardness : 450.000"
193,KARNATAKA,SHIMOGA,HOSANAGARA,GAVATURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 45.000, Hardness : 450.000"
194,KARNATAKA,SHIMOGA,HOSANAGARA,GAVATURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 55.000, Hardness : 400.000"
195,KARNATAKA,SHIMOGA,HOSANAGARA,BILLODI,"Fluoride : 1.500, Chloride : 800.000, Nitrate : 85.000, Hardness : 550.000"
196,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.300, Chloride : 450.000, Nitrate : 45.000, Hardness : 400.000"
197,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 1.500, Chloride : 900.000, Nitrate : 75.000, Hardness : 550.000"
198,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.300, Chloride : 350.000, Nitrate : 55.000, Hardness : 400.000"
199,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.300, Chloride : 450.000, Nitrate : 55.000, Hardness : 450.000"
200,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 65.000, Hardness : 550.000"
201,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.300, Chloride : 550.000, Nitrate : 55.000, Hardness : 500.000"
202,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 1.500, Chloride : 750.000, Nitrate : 75.000, Hardness : 550.000"
203,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 1.000, Iron : 0.500, Chloride : 650.000, Nitrate : 55.000, Hardness : 500.000"
204,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 550.000"
205,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 65.000, Hardness : 500.000"
206,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,"Fluoride : 1.500, Chloride : 850.000, Nitrate : 75.000, Hardness : 550.000"
207,KARNATAKA,SHIMOGA,HOSANAGARA,SONALE,Iron : 0.400
208,KARNATAKA,SHIMOGA,HOSANAGARA,VARAMBALLI,"Fluoride : 1.500, Chloride : 700.000, Nitrate : 85.000, Hardness : 550.000"
209,KARNATAKA,SHIMOGA,HOSANAGARA,VARAMBALLI,"Fluoride : 0.500, Chloride : 750.000, Nitrate : 75.000, Hardness : 450.000"
210,KARNATAKA,SHIMOGA,HOSANAGARA,VARAMBALLI,"Fluoride : 1.000, Chloride : 650.000, Nitrate : 65.000, Hardness : 550.000"
211,KARNATAKA,SHIMOGA,HOSANAGARA,SULA GODU,"Fluoride : 0.500, Iron : 0.300, Chloride : 350.000, Nitrate : 50.000, Hardness : 450.000"
212,KARNATAKA,SHIMOGA,HOSANAGARA,SULA GODU,"Fluoride : 0.500, Iron : 0.500, Chloride : 400.000, Nitrate : 55.000, Hardness : 500.000"
213,KARNATAKA,SHIMOGA,HOSANAGARA,SULA GODU,"Fluoride : 0.500, Iron : 0.300, Chloride : 450.000, Nitrate : 45.000, Hardness : 450.000"
214,KARNATAKA,SHIMOGA,HOSANAGARA,THOGARE,"Fluoride : 0.500, Iron : 0.030"
215,KARNATAKA,SHIMOGA,HOSANAGARA,TRINIVE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 60.000, Hardness : 450.000"
216,KARNATAKA,SHIMOGA,HOSANAGARA,TRINIVE,"Iron : 0.300, Hardness : 400.000"
217,KARNATAKA,SHIMOGA,HOSANAGARA,TRINIVE,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 70.000, Hardness : 500.000"
218,KARNATAKA,SHIMOGA,HOSANAGARA,TRINIVE,"Fluoride : 0.500, Iron : 0.500, Chloride : 250.000, Nitrate : 60.000, Hardness : 500.000"
219,KARNATAKA,SHIMOGA,HOSANAGARA,YADURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 65.000, Hardness : 450.000"
220,KARNATAKA,SHIMOGA,HOSANAGARA,YADURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 300.000, Nitrate : 55.000, Hardness : 400.000"
221,KARNATAKA,SHIMOGA,HOSANAGARA,YADURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 65.000, Hardness : 450.000"
222,KARNATAKA,SHIMOGA,HOSANAGARA,YADURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 600.000"
223,KARNATAKA,SHIMOGA,SAGAR,AVINHALLI,"Fluoride : 1.100, Iron : 0.400, Chloride : 400.000, Nitrate : 55.000"
224,KARNATAKA,SHIMOGA,SAGAR,AVINHALLI,"Fluoride : 0.300, Iron : 0.300, Chloride : 400.000, Nitrate : 50.000, Hardness : 350.000"
225,KARNATAKA,SHIMOGA,SAGAR,AVINHALLI,"Fluoride : 1.400, Iron : 0.500, Chloride : 350.000, Nitrate : 60.000, Hardness : 450.000"
226,KARNATAKA,SHIMOGA,SAGAR,AVINHALLI,"Fluoride : 0.300, Iron : 0.400, Chloride : 300.000, Nitrate : 50.000"
227,KARNATAKA,SHIMOGA,SAGAR,AVINHALLI,"Fluoride : 0.400, Iron : 0.500, Chloride : 350.000, Nitrate : 60.000, Hardness : 450.000"
228,KARNATAKA,SHIMOGA,SAGAR,AVINHALLI,"Fluoride : 1.300, Iron : 0.400, Chloride : 400.000, Nitrate : 60.000, Hardness : 300.000"
229,KARNATAKA,SHIMOGA,SAGAR,GOUTHAMAPUR,"Fluoride : 1.100, Iron : 0.400, Chloride : 300.000, Nitrate : 70.000, Hardness : 300.000"
230,KARNATAKA,SHIMOGA,SAGAR,ULLUR,Fluoride : 0.000
231,KARNATAKA,SHIMOGA,SAGAR,ULLUR,"Arsenic : 0.000, Fluoride : 0.000, Alkalinity : 400.000, E.Coli : 0.000, Calcium : 100.000"
232,KARNATAKA,SHIMOGA,SHIKARPUR,CHIKALAVATHI,"Fluoride : 1.200, Iron : 0.400, Nitrate : 70.000, Hardness : 400.000"
233,KARNATAKA,SHIMOGA,SHIKARPUR,ARASINAGERE,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.300"
234,KARNATAKA,SHIMOGA,SHIKARPUR,ARASINAGERE,"Fluoride : 1.100, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300"
235,KARNATAKA,SHIMOGA,SHIKARPUR,ARASINAGERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 70.000, Hardness : 300.000, Residual Chlorine : 0.300"
236,KARNATAKA,SHIMOGA,SHIKARPUR,CHIKKAJAMBURU,"Fluoride : 1.000, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 350.000"
237,KARNATAKA,SHIMOGA,SHIKARPUR,CHIKKAJAMBURU,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 60.000, Hardness : 400.000"
238,KARNATAKA,SHIMOGA,SHIKARPUR,GAMA,"Fluoride : 1.000, Iron : 0.500, Chloride : 350.000, Nitrate : 50.000, Hardness : 300.000"
239,KARNATAKA,SHIMOGA,SHIKARPUR,BHOGI,"Iron : 0.100, Chloride : 500.000, Nitrate : 75.000, Hardness : 300.000, Residual Chlorine : 0.300"
240,KARNATAKA,SHIMOGA,SHIKARPUR,BHOGI,"Fluoride : 1.200, Iron : 0.300, Chloride : 400.000, Nitrate : 85.000, Hardness : 300.000, Residual Chlorine : 0.300"
241,KARNATAKA,SHIMOGA,SHIKARPUR,HIREJAMBURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 60.000, Hardness : 350.000"
242,KARNATAKA,SHIMOGA,SHIKARPUR,HITTALA,"Fluoride : 1.200, Iron : 0.500, Chloride : 600.000, Nitrate : 85.000, Hardness : 350.000"
243,KARNATAKA,SHIMOGA,SHIKARPUR,KAGINAHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 85.000, Hardness : 300.000"
244,KARNATAKA,SHIMOGA,SHIKARPUR,KALENAHALLI,"Fluoride : 1.100, Iron : 0.500, Chloride : 350.000, Nitrate : 50.000, Hardness : 450.000"
245,KARNATAKA,SHIMOGA,SHIKARPUR,KAPPANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 300.000"
246,KARNATAKA,SHIMOGA,SHIKARPUR,KOTIPURA,"Fluoride : 1.000, Iron : 0.400, Chloride : 499.000, Nitrate : 65.000, Hardness : 300.000"
247,KARNATAKA,SHIMOGA,SHIKARPUR,KOTIPURA,"Fluoride : 1.000, Chloride : 300.000, Nitrate : 90.000, Hardness : 350.000"
248,KARNATAKA,SHIMOGA,SHIKARPUR,KOTIPURA,"Fluoride : 1.000, Chloride : 300.000, Nitrate : 60.000, Hardness : 400.000"
249,KARNATAKA,SHIMOGA,SHIKARPUR,BANNURU,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 80.000, Hardness : 250.000, Residual Chlorine : 0.400"
250,KARNATAKA,SHIMOGA,SHIKARPUR,BANNURU,"Fluoride : 1.100, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.400"
251,KARNATAKA,SHIMOGA,SHIKARPUR,MALLAPURA,"Fluoride : 1.000, Iron : 0.300, Chloride : 200.000, Nitrate : 65.000, Hardness : 200.000, Residual Chlorine : 0.400"
252,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 400.000, Residual Chlorine : 0.200"
253,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Fluoride : 1.000, Iron : 0.400, Chloride : 350.000, Nitrate : 65.000, Hardness : 300.000, Residual Chlorine : 0.200"
254,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Iron : 0.200, Chloride : 250.000, Nitrate : 80.000, Hardness : 500.000, Residual Chlorine : 0.300"
255,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Iron : 0.300, Chloride : 200.000, Nitrate : 60.000, Hardness : 200.000, Residual Chlorine : 0.400"
256,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200"
257,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Fluoride : 1.000, Iron : 0.200, Chloride : 250.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200"
258,KARNATAKA,SHIMOGA,SHIKARPUR,MUDABA SIDDAPURA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200"
259,KARNATAKA,SHIMOGA,SHIKARPUR,BIDARIKOPPA,"Fluoride : 1.000, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000"
260,KARNATAKA,SHIMOGA,SHIKARPUR,KADENANDIHALLI,"Fluoride : 1.000, Chloride : 400.000, Nitrate : 55.000, Hardness : 400.000"
261,KARNATAKA,SHIMOGA,SHIKARPUR,KADENANDIHALLI,"Chloride : 500.000, Nitrate : 65.000, Hardness : 600.000"
262,KARNATAKA,SHIMOGA,SHIKARPUR,KADENANDIHALLI,"Fluoride : 0.600, Chloride : 423.000, Nitrate : 60.000, Hardness : 350.000"
263,KARNATAKA,SHIMOGA,SHIKARPUR,SUNNADAKOPPA,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 60.000, Hardness : 300.000, Residual Chlorine : 0.200"
264,KARNATAKA,SHIMOGA,SHIKARPUR,THADASANAHALLI,"Chloride : 300.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.300"
265,KARNATAKA,SHIMOGA,SHIMOGA,ABBALAGERE,"Iron : 1.000, Chloride : 300.000, Nitrate : 55.000, Hardness : 500.000"
266,KARNATAKA,SHIMOGA,SHIMOGA,ABBALAGERE,"Fluoride : 1.200, Iron : 0.450, Chloride : 300.000, Nitrate : 60.000"
267,KARNATAKA,SHIMOGA,SHIMOGA,BASAVANAGANGUR,"Fluoride : 1.000, Iron : 0.350, Chloride : 600.000, Nitrate : 60.000, Hardness : 500.000"
268,KARNATAKA,SHIMOGA,SHIMOGA,BASAVANAGANGUR,"Fluoride : 1.400, Iron : 0.500, Chloride : 400.000, Nitrate : 55.000"
269,KARNATAKA,SHIMOGA,SHIMOGA,HUNASODU,"Fluoride : 1.000, Iron : 0.500, Chloride : 300.000, Nitrate : 48.000"
270,KARNATAKA,SHIMOGA,SHIMOGA,HUNASODU,"Fluoride : 1.100, Iron : 0.400, Chloride : 500.000, Nitrate : 56.000, Hardness : 500.000"
271,KARNATAKA,SHIMOGA,SHIMOGA,HUNASODU,"Fluoride : 1.000, Iron : 0.300, Chloride : 380.000, Nitrate : 60.000, Hardness : 350.000"
272,KARNATAKA,SHIMOGA,SHIMOGA,HUNASODU,"Fluoride : 1.000, Iron : 0.350, Chloride : 300.000, Nitrate : 45.000, Hardness : 400.000"
273,KARNATAKA,SHIMOGA,SHIMOGA,KALLAGANGURU,"Fluoride : 1.000, Iron : 0.350, Chloride : 400.000, Nitrate : 50.000"
274,KARNATAKA,SHIMOGA,SHIMOGA,MOJAPPANAHOSUR,"Fluoride : 1.000, Iron : 0.300, Chloride : 400.000, Nitrate : 50.000, Hardness : 400.000"
275,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.000, Iron : 0.350, Chloride : 300.000, Nitrate : 60.000, Hardness : 360.000"
276,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 350.000, Nitrate : 48.000, Calcium : 100.000, Hardness : 400.000, Residual Chlorine : 0.200"
277,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.200, Iron : 0.400, Chloride : 400.000, Nitrate : 60.000"
278,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.500, Iron : 1.000, Chloride : 400.000, Nitrate : 45.000, Sulphates : 200.000, Hardness : 600.000, Residual Chlorine : 0.400"
279,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 500.000, Nitrate : 65.000, Hardness : 400.000"
280,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.100, Iron : 0.300, Chloride : 400.000, Nitrate : 45.000, Hardness : 400.000, Residual Chlorine : 0.300"
281,KARNATAKA,SHIMOGA,SHIMOGA,AGASAVALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 40.000, Sulphates : 300.000, Hardness : 250.000, Residual Chlorine : 0.300"
282,KARNATAKA,SHIMOGA,SHIMOGA,KALLUR,"Fluoride : 1.500, Iron : 0.200, Chloride : 350.000, Nitrate : 35.000, Sulphates : 200.000, Calcium : 100.000, Hardness : 350.000, Residual Chlorine : 0.300"
283,KARNATAKA,SHIMOGA,SHIMOGA,RAMENAKOPPA,"Fluoride : 1.500, Iron : 0.200, Chloride : 500.000, Nitrate : 50.000, Sulphates : 200.000, Calcium : 75.000, Hardness : 600.000, Residual Chlorine : 0.400"
284,KARNATAKA,SHIMOGA,SHIMOGA,RAMENAKOPPA,"Fluoride : 1.000, Iron : 0.200, Chloride : 250.000, Nitrate : 45.000, Sulphates : 200.000, Calcium : 200.000, Hardness : 300.000, Residual Chlorine : 0.200"
285,KARNATAKA,SHIMOGA,SHIMOGA,AYANUR,"Iron : 0.330, Chloride : 300.000, Nitrate : 65.000, Hardness : 432.000"
286,KARNATAKA,SHIMOGA,SHIMOGA,AYANUR,"Fluoride : 0.800, Iron : 0.300, Chloride : 600.000, Nitrate : 50.000, Hardness : 450.000"
287,KARNATAKA,SHIMOGA,SHIMOGA,AYANUR,"Fluoride : 1.100, Iron : 0.350, Chloride : 400.000, Nitrate : 50.000, Hardness : 450.000"
288,KARNATAKA,SHIMOGA,SHIMOGA,AYANUR,"Fluoride : 1.300, Iron : 0.360, Chloride : 500.000, Nitrate : 55.000"
289,KARNATAKA,SHIMOGA,SHIMOGA,HOSUR,"Fluoride : 1.300, Iron : 0.350, Chloride : 300.000, Nitrate : 50.000, Hardness : 400.000"
290,KARNATAKA,SHIMOGA,SHIMOGA,HOSUR,"Fluoride : 0.700, Iron : 0.300, Chloride : 350.000, Nitrate : 45.000, Manganese : 1.150"
291,KARNATAKA,SHIMOGA,SHIMOGA,HOSUR,"Iron : 0.350, Chloride : 300.000, Nitrate : 50.000, Hardness : 300.000"
292,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 58.000, Hardness : 340.000, Residual Chlorine : 0.200"
293,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 360.000, Nitrate : 50.000, Hardness : 340.000, Residual Chlorine : 0.200"
294,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 60.000, Hardness : 300.000"
295,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 360.000, Nitrate : 56.000, Hardness : 340.000, Residual Chlorine : 0.200"
296,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.500, Chloride : 300.000, Nitrate : 65.000, Hardness : 460.000"
297,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 360.000, Nitrate : 48.000, Hardness : 340.000, Residual Chlorine : 0.200"
298,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 50.000, Hardness : 400.000"
299,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.200, Iron : 0.300, Chloride : 360.000, Nitrate : 50.000, Hardness : 340.000, Residual Chlorine : 0.200"
300,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.250, Iron : 0.500, Chloride : 300.000, Nitrate : 60.000, TDS : 650.000, Hardness : 350.000"
301,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.350, Chloride : 300.000, Nitrate : 60.000, Hardness : 400.000"
302,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.300, Iron : 0.400, Chloride : 500.000, Nitrate : 50.000, Hardness : 300.000"
303,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.100, Iron : 0.330, Chloride : 360.000, Nitrate : 50.000, Hardness : 360.000, Residual Chlorine : 0.200"
304,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.100, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000"
305,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 360.000, Nitrate : 50.000, Hardness : 340.000, Residual Chlorine : 0.200"
306,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.400, Iron : 0.350, Chloride : 300.000, Nitrate : 50.000, Hardness : 400.000"
307,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.000, Iron : 0.250, Chloride : 300.000, Nitrate : 47.000, Hardness : 350.000, Residual Chlorine : 0.200"
308,KARNATAKA,SHIMOGA,SHIMOGA,B.BEERANAHALLI,"Fluoride : 1.100, Iron : 0.320, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000"
